Var1,Var2,Var3,Var4,Var5,Var6
02262311500531,human_9_exo_load3,1.6,ank,1,2372.49016389865
02262311490532,human_9_exo_load3,1.6,ank,0,4992.98208697662
02262311540141,human_9_exo_load3,2.0754,hk,1,3037.30252632843
02262311530142,human_9_exo_load3,2.0754,hk,0,5653.51979581596
02262311510241,human_9_exo_load3,2.1,hk,1,3071.42605924806
02262311500242,human_9_exo_load3,2.1,hk,0,5687.14686182827
02262311560341,human_9_exo_load3,2.2,hk,1,3209.92947688055
02262311540342,human_9_exo_load3,2.2,hk,0,5823.20803734697
02262311520441,human_9_exo_load3,1.8,hk,1,2653.49164277399
02262311570442,human_9_exo_load3,1.8,hk,0,5273.20726122308
02262311550541,human_9_exo_load3,1.6,hk,1,2372.49016389865
02262311540542,human_9_exo_load3,1.6,hk,0,4992.98208697662
02262311570151,human_9_exo_load3,2.0754,ha,1,3037.30252632843
02262311560152,human_9_exo_load3,2.0754,ha,0,5653.51979581596
02262311540251,human_9_exo_load3,2.1,ha,1,3071.42605924806
02262311570252,human_9_exo_load3,2.1,ha,0,5687.14686182827
02262311560351,human_9_exo_load3,2.2,ha,1,3209.92947688055
02262311540352,human_9_exo_load3,2.2,ha,0,5823.20803734697
02262311580451,human_9_exo_load3,1.8,ha,1,2653.49164277399
02262311570452,human_9_exo_load3,1.8,ha,0,5273.20726122308
02262311550551,human_9_exo_load3,1.6,ha,1,2372.49016389865
02262311590552,human_9_exo_load3,1.6,ha,0,4992.98208697662
02262311570161,human_9_exo_load3,2.0754,ka,1,3037.30252632843
02262311560162,human_9_exo_load3,2.0754,ka,0,5653.51979581596
02262311590261,human_9_exo_load3,2.1,ka,1,3071.42605924806
02262311580262,human_9_exo_load3,2.1,ka,0,5687.14686182827
02262311570361,human_9_exo_load3,2.2,ka,1,3209.92947688055
02262311550362,human_9_exo_load3,2.2,ka,0,5823.20803734697
02262311590461,human_9_exo_load3,1.8,ka,1,2653.49164277399
02262311580462,human_9_exo_load3,1.8,ka,0,5273.20726122308
02262311570561,human_9_exo_load3,1.6,ka,1,2372.49016389865
02262311560562,human_9_exo_load3,1.6,ka,0,4992.98208697662
